0.002,0.000,0.024,0.024,0.003,0.010,0.001,0.061,0.010,0.002,0.038,0.030,0.013,0.011,0.000,0.012,0.081,0.032,0.101,0.077,0.422
0.001,0.000,0.030,0.013,0.002,0.011,0.001,0.060,0.003,0.003,0.037,0.024,0.011,0.006,0.001,0.018,0.076,0.025,0.091,0.080,0.461
0.001,0.000,0.036,0.006,0.001,0.012,0.001,0.056,0.000,0.005,0.036,0.018,0.008,0.002,0.002,0.023,0.066,0.018,0.082,0.082,0.501
0.001,0.000,0.041,0.001,0.000,0.012,0.000,0.049,0.001,0.006,0.034,0.011,0.006,0.000,0.003,0.026,0.053,0.011,0.074,0.084,0.539
0.000,0.000,0.044,0.000,0.000,0.012,0.000,0.042,0.002,0.006,0.030,0.006,0.004,0.001,0.004,0.028,0.039,0.006,0.066,0.084,0.577
0.000,0.001,0.043,0.001,0.001,0.012,0.000,0.035,0.003,0.007,0.026,0.003,0.003,0.005,0.004,0.027,0.025,0.003,0.057,0.083,0.614
0.000,0.003,0.038,0.003,0.005,0.011,0.001,0.028,0.004,0.008,0.021,0.001,0.002,0.011,0.004,0.023,0.013,0.001,0.047,0.080,0.649
0.000,0.005,0.031,0.005,0.011,0.009,0.003,0.022,0.004,0.009,0.016,0.000,0.001,0.017,0.004,0.018,0.005,0.000,0.036,0.075,0.681
0.000,0.007,0.023,0.005,0.018,0.007,0.007,0.017,0.003,0.011,0.010,0.000,0.001,0.023,0.003,0.013,0.000,0.001,0.024,0.069,0.709
0.000,0.009,0.015,0.004,0.027,0.005,0.010,0.013,0.002,0.011,0.006,0.000,0.001,0.028,0.002,0.009,0.000,0.003,0.014,0.063,0.731
0.000,0.010,0.009,0.002,0.034,0.003,0.013,0.009,0.002,0.011,0.002,0.001,0.001,0.032,0.002,0.006,0.004,0.005,0.005,0.056,0.747
0.000,0.011,0.005,0.000,0.038,0.001,0.015,0.006,0.001,0.011,0.000,0.002,0.000,0.033,0.001,0.004,0.011,0.007,0.000,0.049,0.756
